,upward,leftward,rightward,avoid,push
0,0.03230000000000224,0.03230000000000224,0.03230000000000224,0.03230000000000224,0.03230000000000224
1,0.019000000000002557,0.019000000000002557,0.019000000000002557,0.019000000000002557,0.019000000000002557
2,0.017600000000000345,0.017600000000000345,0.017600000000000345,0.017600000000000345,0.017600000000000345
3,0.018300000000002554,0.018300000000002554,0.018300000000002554,0.018300000000002554,0.018300000000002554
4,0.01620000000000068,0.01620000000000068,0.01620000000000068,0.01620000000000068,0.01620000000000068
5,0.01899999999999897,0.01899999999999897,0.01899999999999897,0.01899999999999897,0.01899999999999897
6,0.02810000000000116,0.02810000000000116,0.02810000000000116,0.02810000000000116,0.02810000000000116
7,0.01760000000000224,0.01760000000000224,0.01760000000000224,0.01760000000000224,0.01760000000000224
8,0.016200000000001623,0.016200000000001623,0.016200000000001623,0.016200000000001623,0.016200000000001623
9,0.017600000000002582,0.017600000000002582,0.017600000000002582,0.017600000000002582,0.017600000000002582
10,0.018300000000000212,0.018300000000000212,0.018300000000000212,0.018300000000000212,0.018300000000000212
11,0.0323000000000013,0.0323000000000013,0.0323000000000013,0.0323000000000013,0.0323000000000013
12,0.03230000000000213,0.03230000000000213,0.03230000000000213,0.03230000000000213,0.03230000000000213
13,-0.32415913200724145,-0.32415913200724145,-0.32415913200724145,-0.32415913200724145,-0.32415913200724145
14,0.021799999999999438,0.021799999999999438,0.021799999999999438,0.021799999999999438,0.021799999999999438
15,0.032300000000001265,0.032300000000001265,0.032300000000001265,0.032300000000001265,0.032300000000001265
16,0.004999999999999765,0.004999999999999765,0.004999999999999765,0.004999999999999765,0.004999999999999765
17,0.032300000000002334,0.032300000000002334,0.032300000000002334,0.032300000000002334,0.032300000000002334
18,0.02810000000000165,0.02810000000000165,0.02810000000000165,0.02810000000000165,0.02810000000000165
19,0.02110000000000043,0.02110000000000043,0.02110000000000043,0.02110000000000043,0.02110000000000043
20,0.032300000000002785,0.032300000000002785,0.032300000000002785,0.032300000000002785,0.032300000000002785
21,0.02180000000000185,0.02180000000000185,0.02180000000000185,0.02180000000000185,0.02180000000000185
22,0.03300000000000148,0.03300000000000148,0.03300000000000148,0.03300000000000148,0.03300000000000148
23,0.032300000000002084,0.032300000000002084,0.032300000000002084,0.032300000000002084,0.032300000000002084
24,0.019000000000000645,0.019000000000000645,0.019000000000000645,0.019000000000000645,0.019000000000000645
25,0.03300000000000263,0.03300000000000263,0.03300000000000263,0.03300000000000263,0.03300000000000263
26,0.41691688026367135,0.41691688026367135,0.41691688026367135,0.41691688026367135,0.41691688026367135
27,0.0007999999999995475,0.0007999999999995475,0.0007999999999995475,0.0007999999999995475,0.0007999999999995475
28,0.014799999999999038,0.014799999999999038,0.014799999999999038,0.014799999999999038,0.014799999999999038
29,0.03230000000000294,0.03230000000000294,0.03230000000000294,0.03230000000000294,0.03230000000000294
30,-0.35690993788821573,-0.35690993788821573,-0.35690993788821573,-0.35690993788821573,-0.35690993788821573
31,0.012699999999999202,0.012699999999999202,0.012699999999999202,0.012699999999999202,0.012699999999999202
32,0.033000000000002735,0.033000000000002735,0.033000000000002735,0.033000000000002735,0.033000000000002735
33,0.03300000000000281,0.03300000000000281,0.03300000000000281,0.03300000000000281,0.03300000000000281
34,0.03230000000000253,0.03230000000000253,0.03230000000000253,0.03230000000000253,0.03230000000000253
35,0.032300000000001904,0.032300000000001904,0.032300000000001904,0.032300000000001904,0.032300000000001904
36,0.010599999999999476,0.010599999999999476,0.010599999999999476,0.010599999999999476,0.010599999999999476
37,0.01690000000000027,0.01690000000000027,0.01690000000000027,0.01690000000000027,0.01690000000000027
38,0.01410000000000198,0.01410000000000198,0.01410000000000198,0.01410000000000198,0.01410000000000198
39,0.01899999999999879,0.01899999999999879,0.01899999999999879,0.01899999999999879,0.01899999999999879
